frameTime,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,participant_id
0.0,27.30379,0.1239858,24.75078,26.76782,29.30798,4.557194,94.83551,263.8493,70.61118,272.8712,0.1454741,1.205134,0.01891293,0.06636286,0.2574386,0.2385257,3.480218,2.324157,3.05083,2.504105,0.02784907,1.322744,1.216752,0.9337949,5.912432,0.4831628,1.779768,4.234502,20.87387,0.4760098,504.5989,0.3720904,1383.542,0.1700315,-134.1169,-0.6832961,1488.822,0.1550806,-136.6832,-0.6316795,2483.704,0.08342997,-138.084,-0.6110783,-14.03328,-0.5177836,22.71995,0.3707109,0.02964011,0.9684616,-0.01243563,-1.379317,-14.08382,24.36853,-0.00535122,0.01523448,1.758372,0.9388437,0.24038,0.2023212,0.48532,1.534886,328
0.0,20.70357,0.172333,18.26816,19.92375,22.42802,4.159859,114.1598,226.1228,139.6325,683.0014,0.05942493,1.733388,0.01781394,0.02068955,0.07211205,0.05429811,2.086671,2.414536,1.64636,2.130482,0.02125663,1.444459,0.9691523,1.148263,4.31273,0.4984462,6.519452,0.7250386,22.62831,0.3667828,557.2712,0.2915137,1452.181,0.1427851,-179.3759,-0.3346671,1488.084,0.1124616,-180.3026,-0.3181665,2508.71,0.08939426,-181.1013,-0.3043072,-13.42831,-0.4698172,23.32309,0.3024292,0.01073854,1.934168,-0.005987308,-2.410207,-13.5423,24.9015,-0.008700596,0.01631757,0.3784884,0.4744374,0.2242076,0.2679048,1.862896,3.544217,330
0.0,24.57472,0.1204972,22.40604,23.90532,26.42192,4.015881,74.10527,125.9509,25.10074,52.45677,0.1138615,1.277536,0.01890727,0.03721839,0.1993009,0.1803937,2.746505,1.786571,2.755649,2.209974,0.02517744,1.188442,1.213305,0.9058176,5.105951,0.4397444,5.092196,1.430468,21.20953,0.4478199,528.1833,0.3995294,1476.603,0.1618876,-146.4311,-0.5853106,1461.436,0.1518181,-147.58,-0.5622926,2395.636,0.09747773,-149.8041,-0.5306015,-11.72876,-0.5533554,23.08826,0.330891,0.0180235,1.525044,-0.002691744,-6.101768,-13.13199,25.4149,-0.01013789,0.01889111,1.561086,1.143845,0.2379959,0.1974654,0.621473,1.70413,331
0.0,23.70996,0.1352532,21.97359,23.18854,24.92299,2.949408,201.6016,510.8772,43.01426,57.92002,0.08558377,1.331761,0.01727217,0.02380808,0.1539928,0.1367206,2.632615,1.730929,2.215721,1.64856,0.03131724,1.421703,1.382659,0.9498914,4.206477,0.5765561,2.228915,2.118017,21.96946,0.4024567,492.0127,0.3219851,1462.634,0.1376345,-170.0833,-0.4079999,1403.297,0.1412912,-171.3179,-0.3862175,2423.889,0.0800274,-172.6276,-0.3661269,-13.88528,-0.5034667,23.86096,0.3155993,0.01808316,1.199725,-0.01424954,-1.381822,-14.84873,26.57141,-0.008302017,0.01493175,1.533081,1.031736,0.13884,0.1214243,0.7326,1.828057,333
0.0,33.8613,0.1111857,32.19367,33.58255,35.89118,3.697506,216.1768,370.7662,106.1956,300.6264,0.09324387,1.173451,0.01826289,0.03316132,0.1668133,0.1485504,2.584975,1.935771,2.138831,1.724719,0.02816498,2.016045,1.015278,1.115229,9.071593,0.365086,5.027524,1.495848,21.94024,0.3932485,675.4794,0.2413166,1406.271,0.1598635,-151.865,-0.5371911,1673.308,0.1424017,-152.6698,-0.5093438,2590.375,0.09127726,-154.076,-0.4894004,-13.95151,-0.4822369,24.12505,0.3517637,0.03116627,0.780171,-0.01266098,-1.260548,-12.78067,23.88239,-0.005284081,0.01658935,1.572119,1.204761,0.19148,0.1772503,0.51773,1.433841,335
0.0,22.70826,0.1742967,19.75446,21.77271,25.13005,5.375599,143.3679,432.4813,36.64637,130.3308,0.07119449,1.357752,0.01848046,0.02603652,0.1096187,0.09113825,1.540858,1.245213,1.224532,1.166509,0.02215446,1.632865,0.971736,1.161911,5.639307,0.3791848,2.07369,2.364559,24.1065,0.357293,441.8573,0.250261,1310.249,0.1343397,-148.0721,-0.5742155,1408.099,0.1290251,-151.7585,-0.5192212,2431.91,0.069213,-153.1591,-0.4992343,-18.08372,-0.3878766,26.69309,0.3123257,0.00986167,2.725696,-0.008849586,-1.81196,-13.95123,25.72723,-0.008338029,0.02092794,0.9327785,0.796239,0.3356516,0.2558222,0.909637,1.942824,336
0.0,31.65634,0.1136186,29.17844,30.81969,33.73201,4.55357,139.9543,248.6593,52.54268,219.4945,0.1536891,1.356337,0.01945046,0.03715563,0.2879721,0.2685216,3.702701,2.528444,3.564859,3.744356,0.02211813,1.411245,0.9321329,1.142951,8.070152,0.3759529,1.04658,6.631495,18.78803,0.4596536,569.8707,0.2568987,1460.165,0.1189879,-141.0437,-0.6334291,1513.088,0.1286568,-142.7921,-0.5972717,2490.255,0.07441989,-145.0745,-0.564606,-11.41357,-0.5014442,22.25472,0.3408678,0.04127311,0.6073065,-0.01475376,-1.035239,-14.54032,26.32646,-0.009070226,0.01559117,1.156186,1.114444,0.2671428,0.2294594,0.6292701,1.908343,338
0.0,17.79699,0.1348993,16.14983,17.54729,19.1003,2.95047,130.8034,210.9575,17.76855,42.84945,0.07902987,1.157426,0.01860251,0.02733505,0.1390361,0.1204336,1.844363,1.243823,1.480609,1.128724,0.02370504,1.166145,1.09304,1.11219,2.925056,0.5734114,4.690981,1.147432,28.04987,0.2797418,474.7476,0.2843452,1377.503,0.1274406,-153.443,-0.5311776,1404.422,0.1360775,-156.3121,-0.4891634,2381.974,0.08037207,-158.4661,-0.4588896,-17.48597,-0.3285328,28.40911,0.2022963,-0.006040464,-3.613643,-0.007017875,-2.690848,-15.22844,27.3357,-0.015521,0.01765053,1.466004,1.158963,0.19778,0.1838675,0.63454,1.643835,339
0.0,19.35917,0.1722404,17.35329,18.65932,20.63424,3.280952,112.9279,288.4923,55.49394,147.1165,0.06703753,1.526459,0.01659128,0.02006499,0.100001,0.08340969,2.04859,1.577819,1.715273,1.470788,0.02304869,1.381871,1.221096,0.8959861,3.420067,0.5550281,4.656765,1.005346,22.85628,0.3256483,442.2118,0.2459839,1314.553,0.1247354,-171.1451,-0.4055921,1382.298,0.1208316,-172.904,-0.3762543,2333.994,0.07511584,-174.0124,-0.3587421,-15.69018,-0.3566354,25.52499,0.2638694,0.01019905,1.924557,-0.008870641,-1.885301,-15.60434,26.4249,-0.009769826,0.01395808,0.744214,0.6024297,0.24241,0.2292419,1.393204,3.041837,340
0.0,32.71861,0.1268113,30.52242,31.98144,34.80429,4.281878,177.2549,260.5838,95.35071,277.4118,0.08783427,1.163294,0.01926147,0.0367579,0.1546147,0.1353533,2.277423,2.137255,1.653978,1.894213,0.02387631,2.067647,1.05396,0.9834298,8.71322,0.3243574,4.455291,1.582923,27.14706,0.325635,666.9929,0.227205,1410.779,0.1364546,-152.2478,-0.5363443,1649.474,0.136672,-153.8841,-0.4989152,2635.389,0.08358043,-155.9467,-0.4699699,-16.51169,-0.4032214,27.14185,0.287709,0.02680925,0.7978833,-0.01556394,-1.005177,-15.4523,26.64063,-0.01417732,0.01291878,0.9752274,1.152817,0.20321,0.170171,0.55587,1.455924,341
0.0,22.0846,0.193015,19.9102,21.37664,23.4243,3.514095,348.1479,818.9811,54.00745,84.0974,0.0398844,1.054317,0.0175248,0.0214662,0.05391632,0.03639152,0.9287543,0.8962426,0.6370745,0.6210389,0.02230608,1.025749,1.12623,0.9006668,4.480996,0.4087111,2.077239,3.363028,20.68124,0.3909501,443.2881,0.2762366,1353.791,0.1382997,-173.2232,-0.384719,1344.11,0.1424817,-174.3037,-0.3648777,2352.323,0.06981476,-175.6341,-0.3435497,-14.68539,-0.4474696,24.19793,0.3021238,0.01232186,1.367512,-0.008076013,-1.98377,-13.31947,24.3893,-0.00790146,0.01973857,0.5057749,0.6125706,0.2252993,0.2036521,1.371481,3.678973,343
0.0,19.93036,0.1736172,17.65491,19.33134,21.51329,3.858379,169.6961,249.6208,48.86378,232.0494,0.231866,1.364769,0.01981488,0.08618385,0.3982584,0.3784435,6.156299,5.196661,5.267345,5.02275,0.0284986,1.243288,1.295462,0.9449405,2.903825,0.7289152,0.7244878,6.882867,18.87511,0.4649377,497.7187,0.330781,1342.903,0.1489984,-142.3425,-0.6144193,1483.801,0.158079,-145.2028,-0.571149,2430.291,0.09054688,-146.5409,-0.5517939,-13.38158,-0.5099005,21.7693,0.3596398,0.005401625,4.197239,-0.01768558,-0.9747486,-15.07663,26.56691,-0.0177409,0.01208519,1.236142,0.917061,0.18276,0.1851678,0.47436,1.12749,344
0.0,35.98959,0.107018,33.41763,35.23991,38.31335,4.895721,90.61237,147.8093,54.83487,191.9152,0.1703741,1.206076,0.02239653,0.08139493,0.2944274,0.2720309,3.906682,3.153696,2.899663,2.462995,0.01994874,2.004993,0.9528461,1.0665,9.723027,0.3685513,6.452934,1.515127,21.25104,0.4817086,646.655,0.2723942,1463.049,0.1561493,-123.6283,-0.7636051,1587.772,0.1395453,-122.4388,-0.7387202,2548.336,0.09120771,-125.0588,-0.6977165,-10.85039,-0.7131951,22.5708,0.3591355,0.05065326,0.5115127,-0.008609126,-1.939836,-12.48599,22.78362,-0.0008108267,0.01149102,1.340236,1.2597,0.27467,0.211354,0.37731,1.077771,345
0.0,31.13241,0.1603568,29.28743,31.96517,34.40793,5.120501,287.846,346.4074,96.03175,172.9702,0.07979369,1.102971,0.01785564,0.0378841,0.1353775,0.1175219,1.891178,1.568045,1.442658,1.405664,0.03963853,2.062794,1.08598,1.014419,7.649248,0.4826192,9.39607,1.103847,26.7204,0.3977295,648.0908,0.259057,1387.366,0.1532787,-147.7693,-0.5712091,1636.658,0.1434141,-149.9503,-0.5292667,2593.971,0.1145919,-151.9512,-0.501476,-16.313,-0.4582294,26.5217,0.3310379,0.02436213,0.9033215,-0.008537143,-2.039147,-14.79423,25.66521,-0.005556914,0.01125344,1.08693,0.8185048,0.20586,0.1819051,0.52055,1.423528,346
0.0,22.93341,0.1036515,21.25533,22.36393,24.45864,3.203304,172.186,263.1658,16.0258,14.04899,0.0442806,1.507093,0.0161865,0.01839298,0.03873828,0.02255179,1.751815,1.341863,1.576893,1.322819,0.02295818,1.13398,1.30676,0.9688933,5.102146,0.3424815,-2.132744,-3.022632,19.39661,0.464975,453.2214,0.306661,1372.709,0.1380149,-176.6252,-0.3560399,1376.903,0.1337558,-177.9099,-0.3340739,2383.307,0.07456492,-178.9839,-0.3164282,-15.85734,-0.4046015,26.58891,0.29871,0.006127527,3.490018,-0.006610064,-2.662842,-16.26762,27.74717,-0.01169478,0.01814842,0.6867346,0.5020114,0.242899,0.2039409,1.75132,4.236932,347
0.0,32.79577,0.1156165,31.27731,32.76131,34.87703,3.599724,240.1562,379.5525,59.97601,158.9012,0.08509602,1.26678,0.0174641,0.0286042,0.1494364,0.1319723,2.485658,1.649688,2.099421,1.658708,0.02633869,2.177914,1.006113,1.036817,9.133405,0.3448021,7.230278,1.229297,25.97325,0.3373717,595.6844,0.2609904,1392.527,0.1227282,-149.8326,-0.5657447,1543.133,0.1177241,-152.058,-0.523501,2589.57,0.07882396,-154.1396,-0.4939593,-15.41978,-0.4096013,26.13387,0.3004352,0.03895859,0.6176918,-0.009152939,-1.639889,-15.28793,25.8986,-0.005329933,0.01390574,1.308053,1.014819,0.2523014,0.2048258,0.7386931,1.986922,348
0.0,31.67612,0.08890919,29.64018,31.27034,33.49744,3.857256,66.42548,127.7755,31.38369,57.78655,0.06890175,1.04825,0.01807106,0.03739291,0.1106564,0.09258538,1.637606,1.36144,1.264706,1.349456,0.02247572,1.506967,1.020012,1.098507,8.185269,0.3663254,3.169867,2.188645,24.40304,0.3167348,563.3716,0.2512023,1424.135,0.1241023,-141.1985,-0.6271642,1503.228,0.1297038,-143.7382,-0.5811725,2498.435,0.07395856,-146.6168,-0.5403923,-13.93145,-0.4605268,25.53056,0.2582605,0.03622287,0.5956526,-0.007946402,-1.860179,-13.93099,24.87057,-0.004549972,0.01470072,1.064879,1.134121,0.20929,0.1799733,0.49013,1.595501,350
0.0,33.70395,0.07980548,32.19606,33.25634,35.05824,2.862179,249.693,455.3132,34.96638,73.12215,0.1094249,1.046184,0.0226929,0.05077867,0.2006272,0.1779343,2.387579,1.725209,1.83945,1.608226,0.01644937,1.676756,0.770395,1.251425,10.17765,0.295731,6.515627,1.342176,19.55757,0.4554085,632.5185,0.2702872,1390.272,0.1440393,-139.8284,-0.623314,1623.467,0.1341883,-140.7755,-0.5899165,2586.384,0.07475903,-142.4652,-0.5658473,-14.54227,-0.5072243,24.25414,0.3451579,0.01948258,1.406681,-0.00649856,-2.472592,-15.92698,27.62629,-0.02280071,0.01650972,1.351369,1.202017,0.2689514,0.2121919,0.55802,1.529784,351
0.0,33.14238,0.1444267,32.15219,33.56078,35.82639,3.674202,368.3158,433.9066,85.21519,141.8983,0.1345094,1.063395,0.02216407,0.07896964,0.2373626,0.2151985,2.926099,2.010062,2.239897,1.738611,0.03410051,2.355423,1.060835,1.100222,9.041376,0.4110563,4.792209,1.657851,21.90437,0.4006537,642.7692,0.2311011,1403.739,0.1365493,-129.2394,-0.7049438,1626.141,0.1232357,-131.6906,-0.6552402,2639.136,0.08096983,-133.9738,-0.6217749,-14.44853,-0.5458682,24.84998,0.3552508,0.02629744,1.041978,-0.0124272,-1.11314,-16.67887,28.45187,-0.01792656,0.01302525,1.866884,1.315738,0.21267,0.1800138,0.35517,1.1282,352
0.0,32.7412,0.1111207,29.98026,32.34467,35.6019,5.621647,140.5267,321.3122,27.45244,58.36221,0.1425644,1.205657,0.0178843,0.05115427,0.2720535,0.2541692,3.279506,2.25939,2.936541,2.234388,0.01879347,1.869109,0.8664715,1.17308,9.097739,0.3474784,2.383606,3.283325,17.90728,0.5278275,644.5944,0.2390464,1439.341,0.1367678,-134.3177,-0.6746609,1599.859,0.1225282,-135.5713,-0.6413553,2587.134,0.09217171,-137.9443,-0.6074702,-11.67702,-0.5413579,22.01759,0.4140955,0.03455097,0.7904845,-0.01084841,-1.444305,-14.38903,25.48849,-0.01035935,0.01525843,1.62343,1.252052,0.271189,0.2447595,0.5273784,1.646412,353
0.0,27.38404,0.08125935,25.87586,26.97379,28.54686,2.670998,213.4203,341.4855,33.09784,124.6084,0.08597586,0.9899861,0.02060882,0.04423749,0.1523991,0.1317903,1.298545,1.000451,1.122429,0.9892901,0.01866958,1.537801,0.9049052,1.054953,8.232698,0.2033401,5.699784,0.7959598,30.39575,0.2301724,499.4344,0.2627939,1497.504,0.1249932,-136.9499,-0.6387112,1466.612,0.1316968,-141.1028,-0.5752589,2370.412,0.1097546,-144.2441,-0.5327828,-20.89771,-0.2913112,33.93393,0.1884756,0.009560998,2.155811,-0.008722532,-1.533699,-13.55801,25.68216,-0.01129093,0.01873676,0.9293157,0.9605123,0.3489352,0.2883273,0.6822727,2.133945,355
0.0,23.67156,0.1502641,21.68208,23.13231,25.02794,3.345869,173.4519,364.705,64.81934,163.7937,0.08013988,1.037173,0.01969641,0.03878121,0.141066,0.1213696,1.602877,2.044132,1.222528,2.189999,0.02724702,1.665764,1.167395,1.059979,5.668653,0.3791176,4.548996,0.9476053,27.58485,0.3213806,549.1365,0.2545266,1372.739,0.115126,-149.1297,-0.5500679,1520.203,0.1271203,-152.1878,-0.5056143,2554.437,0.09378745,-154.4877,-0.4735142,-18.42723,-0.3511799,29.51029,0.263694,-0.0007691387,-27.18916,-0.01280173,-1.161683,-14.95529,26.42011,-0.01754151,0.0153751,0.5503203,1.048284,0.1856,0.1528877,0.51484,1.21168,356
0.0,25.10491,0.1524876,23.10253,24.34699,26.61659,3.514055,155.1884,309.4354,119.1546,233.6661,0.08380614,1.470365,0.01939387,0.02782107,0.1138507,0.09445678,2.716994,2.180834,2.479555,2.438951,0.02558055,1.698211,1.164353,0.9691835,5.656785,0.5081905,6.910412,0.6454571,24.88235,0.3573255,532.272,0.2878436,1436.657,0.1313845,-170.9765,-0.4010955,1498.471,0.1200208,-172.5144,-0.3757088,2486.304,0.07610471,-173.5013,-0.3601095,-14.30732,-0.4988339,24.92729,0.3410217,0.01274353,1.72324,-0.00867071,-1.621118,-16.17455,28.00719,-0.01436163,0.01564049,1.048723,0.7667454,0.1932704,0.2127404,1.101111,2.191185,357
0.0,25.45562,0.1630262,22.7476,24.69678,27.36042,4.612823,238.2012,422.6159,51.94571,81.01498,0.06336337,1.222372,0.01695886,0.02567055,0.109777,0.09281815,2.036019,1.557519,1.401147,1.389279,0.02736226,1.512688,1.078804,0.9311491,5.553982,0.475494,6.441309,1.21705,23.82538,0.3976305,509.4128,0.3000267,1381.336,0.1414128,-165.9909,-0.4388496,1455.957,0.1455954,-167.4699,-0.4127347,2439.712,0.09021971,-168.7939,-0.3928521,-14.71473,-0.4538641,24.98104,0.3358772,0.01502247,1.366182,-0.01222966,-1.224038,-14.98238,25.81044,-0.00795121,0.01363494,1.074256,0.9693752,0.177293,0.1601223,0.8360384,2.050837,358
0.0,35.30655,0.06903006,33.58432,34.93633,37.01662,3.432301,121.1917,308.3521,33.72441,99.15963,0.1072817,1.190463,0.02125071,0.04145234,0.1859119,0.1646612,2.498723,1.602086,2.06179,1.498966,0.01934611,1.552239,0.8102784,1.127506,11.05811,0.2498838,7.896221,1.250416,30.98914,0.3019683,626.9768,0.2659793,1429.25,0.1453077,-143.8158,-0.5929753,1593.455,0.1598686,-144.2419,-0.556584,2638.119,0.106561,-147.576,-0.5109394,-20.06668,-0.4232607,34.13644,0.252672,0.03198097,0.8671889,-0.01129757,-1.413408,-14.99468,26.83681,-0.009291959,0.01473076,1.378324,0.9833311,0.3208545,0.2670201,0.6799535,2.020139,360
0.0,28.81407,0.1774789,26.87316,29.9784,32.25724,5.384079,247.5246,274.5379,109.5664,193.5409,0.08518259,1.208089,0.01843589,0.03144288,0.1503254,0.1318895,2.014119,1.354524,1.795675,1.433641,0.04639848,2.243801,1.130821,1.025994,7.235054,0.4496629,4.661225,1.445781,25.80013,0.3118641,608.8718,0.2468518,1395.73,0.1308378,-160.2947,-0.4784907,1579.96,0.1353775,-162.5287,-0.4416213,2589.707,0.08087388,-163.824,-0.4231216,-16.97674,-0.3348869,26.52411,0.2552527,0.02209341,0.9610333,-0.01548734,-0.9922625,-15.5987,26.85619,-0.00963637,0.0155045,1.111506,1.121768,0.1805136,0.1352832,0.7118068,1.808946,362
0.0,25.32003,0.1145616,23.59009,24.66872,26.45454,2.864445,144.1742,353.1765,50.48092,169.3625,0.08637171,1.047918,0.01985381,0.04941228,0.1404984,0.1206446,1.702284,1.277392,1.377567,1.390056,0.02346685,1.661497,1.020897,1.046071,6.208228,0.3515452,3.79249,1.349256,22.80676,0.3817664,476.6598,0.2669959,1385.024,0.1423683,-129.8894,-0.7022343,1443.176,0.1370968,-133.9401,-0.6399129,2426.64,0.08373981,-136.5268,-0.6028038,-16.15858,-0.5013478,26.10535,0.3342302,0.009495738,2.51409,-0.009341232,-1.596532,-14.94946,25.89199,-0.007864784,0.01258659,1.115648,0.8149694,0.28126,0.242297,0.50782,1.613409,363
0.0,22.2752,0.2227452,18.79757,20.99708,24.83328,6.035717,166.2734,326.4316,51.34909,99.09576,0.1268925,1.041583,0.02120935,0.07793354,0.214915,0.1937057,2.908602,2.390464,2.451019,2.199792,0.03535082,1.110709,1.472026,0.8847964,3.861975,0.6739798,4.325705,1.057182,25.14916,0.3469849,527.1801,0.2755024,1407.656,0.134286,-149.7778,-0.5512461,1497.066,0.142481,-152.6659,-0.5065033,2506.902,0.09247255,-154.614,-0.4794595,-15.84166,-0.45756,26.57317,0.2933862,0.005765367,3.670167,-0.01191585,-1.351646,-15.43529,26.37433,-0.0147011,0.009559157,1.348871,0.5613437,0.14811,0.133558,0.44467,1.02126,364
0.0,25.0043,0.1960183,21.42936,23.85158,27.76365,6.334293,140.5189,259.1614,59.60464,153.653,0.1017377,1.143708,0.01956136,0.05602055,0.1620171,0.1424558,2.872223,2.520083,2.0031,2.122332,0.02790016,1.292298,1.259574,1.000486,4.798795,0.6239814,7.284971,1.259224,23.21856,0.4731007,494.0775,0.3187689,1373.747,0.145999,-147.8604,-0.5691513,1472.282,0.1466502,-149.8815,-0.5330554,2434.836,0.09368214,-151.6471,-0.5080251,-15.04627,-0.552785,25.62772,0.344007,0.004434039,6.104721,-0.007038883,-2.475683,-18.0772,29.677,-0.02515566,0.01405015,1.12517,0.7618235,0.1742,0.1662377,0.48491,1.157416,366
0.0,25.57617,0.113921,23.40689,25.28426,27.4799,4.073009,100.9209,276.572,55.39233,177.7401,0.07970915,1.04713,0.0189916,0.0412628,0.1356024,0.1166108,1.465426,1.402824,1.125309,1.384692,0.02452822,1.186927,1.141546,0.9720162,6.117137,0.3741038,4.858071,1.245512,27.08256,0.3429369,461.9291,0.2490009,1343.139,0.1256125,-129.4831,-0.7140813,1432.17,0.1260875,-134.3098,-0.6393565,2415.308,0.07727308,-137.2128,-0.5978553,-17.55016,-0.4306571,28.16675,0.2979557,0.01316185,1.851064,-0.005955406,-2.803114,-16.62724,28.47329,-0.01188358,0.01356115,0.6444755,0.610896,0.27415,0.2319619,0.48998,1.349135,367
0.0,28.95463,0.1258461,26.29406,28.31852,31.30745,5.013393,142.2557,368.6316,42.87199,144.2903,0.1638255,1.023624,0.02875894,0.09949037,0.2860512,0.2572922,3.608999,2.521299,2.769048,2.689677,0.02518785,1.552136,1.058179,0.9888093,7.165099,0.3782462,5.353064,1.364566,21.52872,0.3554222,510.7213,0.3289185,1425.286,0.1472008,-111.4696,-0.8604429,1472.739,0.1378902,-114.9801,-0.784913,2382.001,0.07793169,-116.9823,-0.7520464,-14.0798,-0.45399,22.31709,0.2906626,0.02936789,0.8669166,-0.01011772,-1.590903,-13.29062,23.95208,-0.002894592,0.01321326,1.539722,0.738149,0.27094,0.2438159,0.38739,1.172178,368
0.0,35.23413,0.1262967,32.99453,34.64923,37.54003,4.545498,169.1304,277.0883,66.75883,166.1987,0.155457,1.096572,0.03183903,0.0873817,0.2652696,0.2334305,3.458138,3.053075,2.75628,2.964117,0.02465085,2.274599,0.8779351,1.18637,10.44391,0.3186251,6.286241,1.354137,26.28599,0.3851016,702.4739,0.2084484,1350.375,0.1630061,-120.7244,-0.760861,1714.342,0.1358972,-123.7513,-0.6895206,2716.739,0.09020196,-126.3238,-0.6524717,-17.29626,-0.4654849,27.7907,0.3430371,0.03238326,0.8592857,-0.01631926,-1.004092,-15.53479,25.87152,-0.01492892,0.01129039,1.352429,0.9605871,0.24751,0.2267334,0.35128,0.9628211,369
0.0,23.08253,0.1478162,20.59258,22.38795,25.01267,4.420086,165.4059,370.909,30.49163,95.83762,0.1677023,1.017383,0.02578774,0.1179239,0.2785992,0.2528115,3.2349,2.881094,3.011415,2.787695,0.02787682,1.328895,1.218415,0.9214242,4.841063,0.4370061,6.69032,0.8328522,22.75032,0.3120202,471.9998,0.2210222,1305.708,0.1243532,-117.5585,-0.8025207,1446.291,0.1190601,-123.1345,-0.7134333,2491.916,0.06344355,-125.5921,-0.6768156,-15.52271,-0.3824403,23.84408,0.2863228,0.01102915,2.049028,-0.01371448,-1.133645,-13.94437,24.5231,-0.01032163,0.01082484,1.586973,0.8274515,0.2631,0.2384155,0.36458,1.303859,370
0.0,21.32793,0.2232805,18.47334,20.21716,23.19827,4.724924,168.9685,331.7113,91.72639,284.8639,0.07152542,1.406621,0.01734627,0.02369027,0.1126548,0.09530851,2.398918,2.589628,2.004178,2.440622,0.02836074,1.4717,1.123828,1.100733,4.517584,0.5977517,3.925922,1.35441,34.55962,0.2507457,577.6558,0.283303,1468.134,0.1284643,-173.7733,-0.3762971,1511.075,0.1502614,-175.3552,-0.3487493,2516.004,0.1113384,-177.1431,-0.3205167,-19.91011,-0.2891194,33.03785,0.1823893,-0.0001334672,-163.5159,-0.01766486,-0.9003341,-17.44099,28.63835,-0.0141633,0.01217376,0.6833463,0.7459085,0.1809853,0.1580639,1.138544,2.293278,371
0.0,34.77443,0.1445316,32.19581,34.84237,38.15965,5.963833,233.0582,346.4752,80.7244,130.4498,0.120937,1.445681,0.01803501,0.03079829,0.2121435,0.1941085,3.962921,3.398199,3.066702,2.539309,0.03531198,1.745265,1.180753,0.9876806,8.029867,0.4682171,6.271529,1.458228,23.36513,0.4172043,656.2747,0.2203155,1379.231,0.1340193,-154.3597,-0.5267701,1653.77,0.1217808,-154.9745,-0.4979531,2635.307,0.08372634,-156.3477,-0.4786287,-14.59275,-0.4743057,24.16395,0.3618053,0.03591068,0.7688619,-0.01619514,-0.8934361,-18.74162,30.33502,-0.01513911,0.01030308,1.215573,0.6606591,0.16701,0.1441671,0.55228,1.438038,372
0.0,30.40278,0.1133048,28.38469,29.94453,32.44487,4.060183,178.4815,295.0563,95.04625,290.4717,0.1522157,1.130558,0.02153413,0.07140263,0.2856777,0.2641436,4.034403,3.113655,2.90884,2.63081,0.02182656,1.810562,1.001221,1.166808,7.941939,0.3960875,2.677855,2.546313,20.95099,0.3890028,585.3691,0.2436227,1403.923,0.119969,-142.2147,-0.6165273,1572.092,0.1327167,-144.9727,-0.570115,2556.296,0.07698747,-146.6315,-0.5463026,-13.93789,-0.4682909,23.10962,0.3227477,0.02820192,0.8957095,-0.01753542,-0.8513703,-16.91247,28.30874,-0.01640325,0.01041484,1.298449,0.7766145,0.18929,0.179095,0.43758,1.179287,374
